Date,nino12,nino3,nino4,nino34
1915-05-01,1.39,0.65,0.36,0.52
1915-06-01,1.95,1.42,0.54,1.1
1915-07-01,0.35,0.12,0.04,0.07
1915-08-01,-0.11,0.01,-0.01,0.05
1915-09-01,-0.15,0.06,0.01,0.17
1915-10-01,-0.36,-0.03,0.15,0.24
1915-11-01,-0.57,-0.41,-0.16,-0.15
1915-12-01,-0.89,-0.67,-0.02,-0.23
1916-01-01,-0.61,-0.43,-0.12,-0.12
1916-02-01,-1.39,-0.95,-0.26,-0.61
1916-03-01,-1.12,-0.84,-0.23,-0.54
1916-04-01,-1.1,-0.95,-0.11,-0.63
1916-05-01,-1.37,-0.8,0.16,-0.23
1916-06-01,-1.39,-0.81,-0.05,-0.36
1916-07-01,-1.92,-1.52,-0.74,-1.11
1916-08-01,-2.01,-1.72,-1.16,-1.48
1916-09-01,-1.84,-1.49,-1.26,-1.36
1916-10-01,-1.87,-1.56,-1.02,-1.36
1916-11-01,-1.98,-1.85,-1.28,-1.72
1916-12-01,-1.16,-1.73,-1.01,-1.64
1917-01-01,-0.97,-1.62,-0.99,-1.56
1917-02-01,-1.15,-1.60,-0.57,-1.20
1917-03-01,-0.92,-0.98,-0.57,-0.64
1917-04-01,-0.06,-0.36,-0.55,-0.29
1917-05-01,-0.04,-0.15,-0.69,-0.3
1917-06-01,-0.04,0.15,-0.62,-0.04
1917-07-01,0.74,0.27,-0.54,-0.05
1917-08-01,0.39,0.31,-0.41,0.15
1917-09-01,-0.0,0.09,-0.53,-0.03
1917-10-01,-0.3,-0.07,-0.31,0.04
1917-11-01,-0.46,-0.45,-0.61,-0.43
1917-12-01,-1.19,-1.03,-0.61,-0.72
1918-01-01,-0.90,-1.04,-0.71,-0.84
1918-02-01,-0.60,-0.95,-0.61,-0.82
1918-03-01,-0.19,-0.84,-0.61,-0.96
1918-04-01,0.69,-0.39,-0.55,-0.56
1918-05-01,1.34,0.14,-0.44,-0.17
1918-06-01,2.02,0.8,-0.13,0.37
1918-07-01,1.94,0.57,-0.34,-0.07
1918-08-01,1.73,0.6,-0.11,0.12
1918-09-01,1.8,0.72,0.12,0.41
1918-10-01,1.79,1.11,0.36,0.93
1918-11-01,1.66,1.41,0.44,1.23
1918-12-01,1.32,1.4,0.49,1.3
1919-01-01,1.13,1.48,0.73,1.60
1919-02-01,0.56,1.02,0.67,1.24
1919-03-01,0.27,0.59,0.7,0.9
1919-04-01,0.56,0.5,0.57,0.69
1919-05-01,0.87,0.65,0.54,0.63
1919-06-01,0.88,0.68,0.28,0.61
1919-07-01,0.31,0.48,0.01,0.4
1919-08-01,0.01,0.59,0.2,0.62
1919-09-01,0.52,0.53,0.05,0.5
1919-10-01,0.2,0.1,-0.26,0.13
1919-11-01,-0.4,-0.45,-0.65,-0.37
1919-12-01,0.07,0.19,0.03,0.34
1920-01-01,0.89,0.72,0.01,0.64
1920-02-01,0.65,0.63,0.12,0.60
1920-03-01,0.22,0.5,0.14,0.53
1920-04-01,0.13,0.06,-0.16,-0.16
1920-05-01,0.17,0.02,-0.04,-0.21
1920-06-01,-0.34,0.21,0.14,0.29
1920-07-01,-1.55,-0.35,0.1,0.15
1920-08-01,-0.63,-0.02,0.05,0.13
1920-09-01,-0.56,0.07,0.03,0.27
1920-10-01,-1.09,-0.07,0.42,0.48
1920-11-01,-0.21,-0.15,-0.25,-0.08
1920-12-01,-0.17,0.11,-0.53,-0.01
1921-01-01,-0.44,0.28,-0.19,0.43
1921-02-01,-0.59,-0.28,-0.55,-0.52
1921-03-01,-0.53,-1.14,-1.02,-1.42
1921-04-01,-0.86,-0.65,-0.36,-0.55
1921-05-01,-0.63,-0.9,-0.76,-0.92
1921-06-01,-0.62,-0.16,-0.62,-0.21
1921-07-01,-0.64,-0.25,-0.46,-0.27
1921-08-01,-1.03,-0.6,-0.17,-0.29
1921-09-01,-1.13,-0.38,-0.42,-0.17
1921-10-01,-0.37,-0.02,-0.21,0.04
1921-11-01,-0.39,-0.89,-0.69,-1.03
1921-12-01,-0.66,-0.79,-0.16,-0.5
1922-01-01,-0.81,-0.72,-0.47,-0.54
1922-02-01,0.36,-0.08,0.04,-0.07
1922-03-01,-0.31,-0.13,0.04,0.08
1922-04-01,-0.25,-0.49,-0.4,-0.54
1922-05-01,-0.37,-0.13,0.01,0.22
1922-06-01,-0.99,-0.63,-0.46,-0.44
1922-07-01,-1.14,-0.79,-0.11,-0.44
1922-08-01,-1.18,-1.19,-0.42,-0.78
1922-09-01,-1.14,-0.76,-0.42,-0.38
1922-10-01,-0.84,-0.39,-0.48,-0.26
1922-11-01,-1.41,-0.79,-0.29,-0.31
1922-12-01,-1.21,-0.74,-0.66,-0.53
1923-01-01,-0.07,-0.47,-0.36,-0.41
1923-02-01,-0.07,-0.74,-0.33,-0.76
1923-03-01,-0.57,-1.06,-0.23,-0.85
1923-04-01,0.5,-0.55,-0.03,-0.55
1923-05-01,-0.13,-0.27,-0.2,-0.25
1923-06-01,0.78,-0.04,-0.28,-0.15
1923-07-01,0.75,0.09,-0.43,-0.2
1923-08-01,-0.14,0.07,-0.12,0.2
1923-09-01,0.21,0.55,0.11,0.64
1923-10-01,-0.15,0.42,0.38,0.79
1923-11-01,-0.04,0.5,0.49,0.87
1923-12-01,-0.05,0.72,0.33,1.02
1924-01-01,-0.63,-0.03,0.11,0.46
1924-02-01,-0.60,0.16,0.20,0.63
1924-03-01,-1.24,-0.04,0.25,0.39
1924-04-01,-0.91,-0.34,-0.07,-0.02
1924-05-01,-1.59,-1.14,-0.52,-0.85
1924-06-01,-1.03,-0.9,-0.33,-0.67
1924-07-01,-1.0,-1.03,-0.55,-0.98
1924-08-01,-0.95,-0.8,-0.76,-0.78
1924-09-01,-0.96,-0.94,-0.79,-0.86
1924-10-01,-0.69,-0.4,-0.72,-0.46
1924-11-01,-0.83,-0.96,-1.09,-1.09
1924-12-01,-1.01,-0.82,-0.48,-0.66
1925-01-01,-0.70,-0.92,-1.09,-1.03
1925-02-01,0.64,-0.09,-0.80,-0.47
1925-03-01,0.76,-0.13,-0.74,-0.53
1925-04-01,0.9,-0.23,-0.52,-0.52
1925-05-01,0.35,-0.22,-0.45,-0.4
1925-06-01,1.24,0.34,-0.66,-0.18
1925-07-01,0.94,0.82,-0.04,0.5
1925-08-01,1.05,0.86,0.12,0.68
1925-09-01,1.03,0.83,0.21,0.77
1925-10-01,0.97,0.83,0.3,0.85
1925-11-01,0.92,0.84,0.55,1.0
1925-12-01,1.19,1.51,0.76,1.6
1926-01-01,1.43,1.49,0.50,1.52
1926-02-01,0.68,1.08,0.76,1.29
1926-03-01,0.72,1.16,0.69,1.19
1926-04-01,0.81,1.07,0.41,1.01
1926-05-01,0.3,0.82,0.52,0.83
1926-06-01,0.09,0.54,0.35,0.61
1926-07-01,0.5,0.71,0.16,0.63
1926-08-01,-0.36,0.09,0.03,0.15
1926-09-01,-0.21,-0.23,-0.03,-0.07
1926-10-01,-0.12,-0.23,-0.38,-0.39
1926-11-01,-0.36,-0.28,-0.53,-0.27
1926-12-01,-0.23,-0.12,-0.36,-0.23
1927-01-01,0.06,0.05,-0.12,0.10
1927-02-01,0.07,0.34,0.12,0.23
1927-03-01,-0.17,-0.18,-0.34,-0.18
1927-04-01,-0.38,-0.33,-0.08,-0.27
1927-05-01,-0.37,-0.61,-0.52,-0.59
1927-06-01,-0.39,-0.26,-0.27,-0.15
1927-07-01,-0.61,-0.45,-0.26,-0.31
1927-08-01,-0.23,-0.2,-0.08,-0.09
1927-09-01,-0.14,-0.01,-0.28,-0.16
1927-10-01,-0.46,0.13,-0.08,0.27
1927-11-01,-0.05,-0.08,-0.25,-0.04
1927-12-01,-0.45,-0.04,0.14,0.25
1928-01-01,-0.44,0.14,0.25,0.47
1928-02-01,-0.24,0.03,0.24,0.21
1928-03-01,0.05,-0.2,0.01,-0.24
1928-04-01,-0.2,-0.34,0.03,-0.22
1928-05-01,-0.34,-0.28,0.04,-0.04
1928-06-01,-0.67,-0.53,-0.09,-0.26
1928-07-01,-0.87,-0.25,-0.24,0.02
1928-08-01,-0.51,-0.39,-0.16,-0.28
1928-09-01,-0.68,-0.21,-0.28,-0.13
1928-10-01,-0.8,-0.27,-0.26,-0.12
1928-11-01,-0.88,-0.42,-0.16,-0.17
1928-12-01,-1.05,-0.2,-0.39,-0.03
1929-01-01,-0.77,-0.33,-0.43,-0.15
1929-02-01,-0.32,-0.08,-0.18,-0.08
1929-03-01,-0.06,-0.12,-0.15,-0.15
1929-04-01,0.58,0.09,-0.16,-0.15
1929-05-01,0.25,-0.02,-0.28,-0.17
1929-06-01,0.48,0.14,-0.01,0.13
1929-07-01,-0.06,-0.13,0.04,-0.02
1929-08-01,-0.07,0.05,-0.08,0.1
1929-09-01,0.42,0.39,-0.06,0.3
1929-10-01,-0.15,0.26,0.05,0.4
1929-11-01,-0.23,0.12,0.06,0.18
1929-12-01,-0.45,0.4,0.42,0.63
1930-01-01,-0.83,-0.03,0.39,0.35
1930-02-01,-0.31,-0.05,0.52,0.39
1930-03-01,-0.06,0.02,0.44,0.29
1930-04-01,0.67,0.3,0.4,0.41
1930-05-01,0.27,-0.12,-0.09,-0.04
1930-06-01,0.57,0.23,0.07,0.27
1930-07-01,0.76,0.77,0.22,0.64
1930-08-01,0.97,0.93,0.07,0.68
1930-09-01,1.25,1.32,0.46,1.28
1930-10-01,1.75,1.39,0.42,1.14
1930-11-01,1.45,1.81,0.8,1.79
1930-12-01,1.31,1.56,0.51,1.41
1931-01-01,1.20,1.58,0.64,1.49
1931-02-01,0.69,1.19,0.97,1.33
1931-03-01,0.59,1.16,0.43,1.18
1931-04-01,0.61,0.88,0.43,0.96
1931-05-01,-0.17,0.35,0.46,0.63
1931-06-01,-0.19,0.14,0.48,0.48
1931-07-01,0.2,0.29,0.3,0.4
1931-08-01,-0.27,-0.17,0.23,0.15
1931-09-01,-0.2,-0.5,-0.39,-0.42
1931-10-01,0.06,-0.08,-0.36,-0.22
1931-11-01,-0.35,-0.47,-0.13,-0.27
1931-12-01,-0.34,-0.39,-0.35,-0.28
1932-01-01,0.61,-0.24,-0.47,-0.42
1932-02-01,0.92,-0.02,-0.28,-0.19
1932-03-01,0.82,0.33,0.07,0.25
1932-04-01,0.55,0.26,-0.13,0.25
1932-05-01,1.39,0.45,-0.07,0.28
1932-06-01,1.4,0.43,-0.18,0.19
1932-07-01,0.84,0.08,-0.51,-0.11
1932-08-01,0.5,0.17,-0.19,0.09
1932-09-01,0.01,-0.04,-0.22,0.02
1932-10-01,0.21,-0.08,-0.14,0.02
1932-11-01,-0.4,-0.24,-0.17,-0.04
1932-12-01,-0.41,-0.43,-0.44,-0.41
1933-01-01,-0.67,-0.28,-0.16,-0.21
1933-02-01,0.15,-0.05,-0.20,-0.08
1933-03-01,0.09,-0.17,-0.21,-0.2
1933-04-01,-0.12,-0.04,-0.18,0.01
1933-05-01,-0.73,-0.51,-0.51,-0.4
1933-06-01,-0.32,-0.74,-0.87,-0.86
1933-07-01,-1.01,-0.69,-0.63,-0.66
1933-08-01,-0.6,-0.86,-0.85,-0.94
1933-09-01,-0.48,-0.7,-0.97,-0.77
1933-10-01,-0.63,-0.97,-1.23,-1.1
1933-11-01,-0.32,-1.02,-0.92,-1.06
1933-12-01,-0.67,-1.14,-1.14,-1.21
1934-01-01,-0.35,-0.65,-1.14,-0.93
1934-02-01,-0.74,-0.69,-0.90,-0.87
1934-03-01,0.06,-0.67,-1.06,-0.95
1934-04-01,0.23,-0.1,-0.59,-0.42
1934-05-01,0.08,-0.44,-0.69,-0.49
1934-06-01,0.65,-0.18,-0.56,-0.33
1934-07-01,-0.63,-0.45,-0.66,-0.43
1934-08-01,0.46,-0.16,-0.78,-0.33
1934-09-01,0.34,-0.14,-0.72,-0.52
1934-10-01,-0.53,-0.22,-0.59,-0.26
1934-11-01,-0.76,-0.05,-0.42,-0.11
1934-12-01,-1.18,-0.44,-0.37,-0.24
1935-01-01,-1.05,-0.52,-0.46,-0.32
1935-02-01,-1.81,-0.65,-0.09,-0.19
1935-03-01,-0.47,-0.32,-0.35,-0.28
1935-04-01,0.51,-0.12,-0.5,-0.32
1935-05-01,0.05,-0.38,-0.69,-0.54
1935-06-01,-0.36,-0.54,-0.56,-0.4
1935-07-01,-0.8,-0.81,-0.64,-0.65
1935-08-01,-0.15,-0.0,-0.1,0.06
1935-09-01,0.45,0.18,-0.17,0.08
1935-10-01,-0.13,0.07,0.06,0.28
1935-11-01,0.1,0.29,-0.01,0.28
1935-12-01,0.09,0.03,-0.13,-0.04
1936-01-01,-0.45,0.56,0.06,0.74
1936-02-01,0.20,0.37,0.21,0.49
1936-03-01,-0.1,-0.13,0.03,0.0
1936-04-01,0.23,0.14,0.21,0.29
1936-05-01,0.15,-0.37,0.34,-0.07
1936-06-01,-0.32,-0.56,-0.24,-0.35
1936-07-01,-0.13,-0.31,-0.29,-0.34
1936-08-01,-0.34,-0.36,-0.24,-0.32
1936-09-01,0.35,0.0,-0.2,-0.1
1936-10-01,0.48,0.43,0.09,0.38
1936-11-01,-0.04,0.04,-0.27,-0.03
1936-12-01,-0.65,0.45,0.29,0.63
1937-01-01,0.06,-0.17,-0.23,-0.30
1937-02-01,0.00,0.22,0.28,0.30
1937-03-01,-0.63,-0.23,0.55,0.25
1937-04-01,0.06,0.12,-0.02,0.21
1937-05-01,-0.91,-0.7,-0.2,-0.43
1937-06-01,-0.7,-0.4,-0.43,-0.3
1937-07-01,-0.26,-0.06,-0.0,0.09
1937-08-01,-0.39,-0.41,-0.15,-0.2
1937-09-01,-0.13,0.28,-0.26,0.17
1937-10-01,-0.58,-0.26,-0.22,-0.1
1937-11-01,-1.07,-0.04,0.04,0.21
1937-12-01,-0.94,0.05,-0.29,0.22
1938-01-01,-1.09,-0.37,-0.26,-0.21
1938-02-01,-0.95,0.01,-0.07,0.23
1938-03-01,-0.62,-0.27,-0.03,-0.06
1938-04-01,-1.48,-0.34,-0.23,0.09
1938-05-01,-0.1,-0.37,-0.52,-0.33
1938-06-01,-1.39,-1.2,-0.74,-0.88
1938-07-01,-2.34,-1.56,-0.67,-0.98
1938-08-01,-1.19,-1.04,-0.83,-0.81
1938-09-01,-0.41,-0.59,-0.37,-0.28
1938-10-01,-0.15,-0.71,-0.84,-0.75
1938-11-01,-0.47,-0.86,-0.64,-0.72
1938-12-01,-1.32,-1.06,-0.59,-0.79
1939-01-01,-0.28,-0.69,-0.59,-0.67
1939-02-01,-0.25,-0.91,-0.61,-0.95
1939-03-01,-0.35,-0.95,-0.49,-0.85
1939-04-01,-0.19,-0.32,-0.2,-0.27
1939-05-01,0.43,-0.16,-0.19,-0.25
1939-06-01,0.42,0.26,-0.35,0.05
1939-07-01,0.02,0.14,-0.07,0.25
1939-08-01,0.26,0.18,-0.24,0.06
1939-09-01,-0.41,0.08,0.47,0.43
1939-10-01,0.18,-0.23,-0.68,-0.47
1939-11-01,-0.1,0.38,-0.15,0.32
1939-12-01,-0.12,0.01,0.23,0.05
1940-01-01,0.51,1.18,0.50,1.18
1940-02-01,0.33,1.28,0.70,1.38
1940-03-01,0.26,1.09,0.65,1.19
1940-04-01,0.33,0.8,0.36,0.8
1940-05-01,0.21,0.22,0.27,0.34
